,"Australian Bureau of Statistics Statistics New Zealand",,
440104,"Applied Ethics (incl. Bioethics and Environmental Ethics)","220101p","Bioethics (human and animal)"
440104,"Applied Ethics (incl. Bioethics and Environmental Ethics)","220102","Business Ethics"
440104,"Applied Ethics (incl. Bioethics and Environmental Ethics)","220103","Ethical Use of New Technology (e.g. Nanotechnology, Biotechnology)"
440104,"Applied Ethics (incl. Bioethics and Environmental Ethics)","220104p","Human Rights and Justice Issues"
440104,"Applied Ethics (incl. Bioethics and Environmental Ethics)","220107","Professional Ethics (incl. police and research ethics)"
440104,"Applied Ethics (incl. Bioethics and Environmental Ethics)","220199","Applied Ethics not elsewhere classified"
440104,"Applied Ethics (incl. Bioethics and Environmental Ethics)","220303","Environmental Philosophy"
440105,"History of Philosophy and History of Ideas","220209","History of Ideas"
440105,"History of Philosophy and History of Ideas","220210","History of Philosophy"
440106,"Logic","220308","Logic"
440107,"Metaphysics","220309","Metaphysics"
440108,"Philosophy of Language ","220313","Philosophy of Language "
440109,"Philosophy of Mind (excl. Cognition)","220314","Philosophy of Mind (excl. Cognition)"
440110,"Social Philosophy","220319","Social Philosophy"
440111,"Phenomenology","220310","Phenomenology"
440112,"Hermeneutic Theory ","220307","Hermeneutic and Critical Theory "
440113,"Comparative Philosophy","220316p","Philosophy of Specific Cultures (incl. Comparative Philosophy)"
440114,"Philosophy of Action ","220311","Philosophical Psychology (incl. Moral Psychology and Philosophy of Action)"
440115,"Philosophy of Specific Cultures (e.g. Ancient Greek, Chinese)","220316p","Philosophy of Specific Cultures (incl. Comparative Philosophy)"
440199,"Philosophy not elsewhere classified","220207p","History and Philosophy of the Humanities"
440199,"Philosophy not elsewhere classified","220208p","History and Philosophy of the Social Sciences"
440199,"Philosophy not elsewhere classified","220302","Decision Theory"
440199,"Philosophy not elsewhere classified","220306","Feminist Theory"
440199,"Philosophy not elsewhere classified","220317","Poststructuralism"
440199,"Philosophy not elsewhere classified","220318","Psychoanalytic Philosophy"
440199,"Philosophy not elsewhere classified","220399","Philosophy not elsewhere classified"
440201,"Hindu Studies","220406p","Studies in Eastern Religious Traditions"
440202,"Buddhist Studies ","220406p","Studies in Eastern Religious Traditions"
440203,"Jewish Studies ","220404","Jewish Studies "
440204,"Christian Theology (incl. Biblical Studies and Church History)","220401","Christian Studies (incl. Biblical Studies and Church History)"
440205,"Islamic Studies","220403","Islamic Studies"
440206,"Studies in Other Religious Traditions","220407","Studies in Religious Traditions (excl. Eastern, Jewish, Christian and Islamic Traditions)"
440207,"Religion and Society ","220405","Religion and Society "
"440208","Psychology of Religion ","170111","Psychology of Religion "
440209,"Philosophy of Religion ","220315","Philosophy of Religion "
440299,"Religion and Religious Traditions not elsewhere classified","220402","Comparative Religious Studies"
440299,"Religion and Religious Traditions not elsewhere classified","220406p","Studies in Eastern Religious Traditions"
440299,"Religion and Religious Traditions not elsewhere classified","220499","Religion and Religious Studies not elsewhere classified"
449999,"Other Philosophy and Religion","220207p","History and Philosophy of the Humanities"
449999,"Other Philosophy and Religion","220208p","History and Philosophy of the Social Sciences"
449999,"Other Philosophy and Religion","229999","Philosophy and Religious Studies not elsewhere classified"
,,,
,,,
,,,
,"© Commonwealth of Australia 2008",,
,"© Crown Copyright New Zealand 2008",,
